Phrase,Cerebro IQ Score,Search_volume,Competing Products,CPR 8-Day Giveaways,Sponsored ASINs,Amazon Recommended,Sponsored,Organic,Amazon Recommended Rank,Sponsored_rank,Organic_rank
pet camera with laser,1367,369,270,8,285,1,1,1,491,2,13
pet chatz,3152,104,33,8,0,1,0,0,492,-,-
pet chatz camera,1806,121,67,8,63,1,0,0,493,-,-
pet cube bites,119,119,1000,8,176,1,0,0,494,-,-
pet feeder automatic,7711,3146,408,72,279,1,1,1,495,61,142
petcube bites,11000,209,19,8,16,1,1,1,497,1,8
petzi cam,10824,184,17,8,0,1,0,0,498,-,-
puppy accessories,632,5691,9000,160,394,1,0,1,499,-,82
wopet camera,-,-,-,-,0,1,0,0,500,-,-
alexa accessories,954,3817,4000,88,323,1,0,1,501,-,83
cat feeder camera,139,57,410,8,0,1,0,0,502,-,-
cat feeder with camera,1372,188,137,8,0,1,0,0,503,-,-
cat monitor,138,138,1000,8,294,1,0,0,504,-,-
cool dog toys,810,810,1000,16,464,1,1,1,505,16,55
cute dog toys,1296,3887,3000,88,421,1,0,1,506,-,66
dog must haves,80,321,4000,8,455,1,1,1,507,24,30
dog organizer,140,561,4000,16,370,1,1,1,508,61,20
louis vuitton iphone case,221148,5971,27,128,0,1,0,1,509,-,9
mascotas accesorios perros,1148,886,772,16,386,1,1,1,510,47,9
pet cubes bites camera,-,-,-,-,0,1,0,0,511,-,-
pet security camera,598,598,1000,16,473,1,1,1,512,20,89
pet supplies dogs,4,358,100000,8,454,1,0,1,513,-,300
pet tent,5995,5995,1000,128,467,1,1,1,514,36,18
petchatz pet camera,-,-,-,-,0,1,0,0,515,-,-
petcube bites 2,37400,561,15,16,6,1,1,1,516,2,8
petcube play,8600,301,35,8,4,1,1,1,517,2,10
ring pet camera,553,157,284,8,0,1,0,0,518,-,-
skymee dog camera,1140,98,86,8,97,1,0,0,519,-,-
smart dog feeder,1244,454,365,8,303,1,0,1,520,-,18
automatic cat feeder camera,884,160,181,8,0,1,0,0,521,-,-
automatic pet feeder with camera,1817,209,115,8,84,1,1,1,522,1,25
bulldog toys,338,675,2000,16,415,1,0,1,523,-,77
dog acccesories,1554,244,157,8,165,1,0,1,524,-,33
dog accessories small,-,-,-,-,0,1,0,0,525,-,-
dog entertainment,125,747,6000,24,0,1,0,0,526,-,-
dog separation anxiety,747,747,1000,16,276,1,0,1,527,-,28
dog treat jar,6744,6744,1000,136,330,1,1,1,528,15,50
dog treats large,52,471,9000,16,329,1,0,1,529,-,179
dresses dogs,2,36,20000,8,0,1,0,0,530,-,-
furbo treats refill,-,-,450,-,78,1,0,0,531,-,-
girl dog accessories,641,1923,3000,40,431,1,1,1,532,47,93
louis vuitton dog collar,310143,2171,7,48,0,1,0,1,533,-,4
pet cube 2,-,-,13,-,0,1,0,0,534,-,-
pet cube bites 2,38100,381,10,8,0,1,0,0,535,-,-
pet feeder,1342,13424,10000,320,325,1,1,1,536,55,81
pet feeder with camera,2537,312,123,8,274,1,1,1,537,1,27
pet fitness robot,594,95,160,8,0,1,0,0,538,-,-
pet food dispenser,625,3126,5000,72,342,1,1,1,539,16,13
petcube 2,1576,197,125,8,121,1,0,0,540,-,-
puppy must haves,47,188,4000,8,387,1,0,0,541,-,-
puppy stuff,844,6751,8000,184,422,1,0,1,542,-,49
puppy toys boredom,-,-,-,-,0,1,0,0,543,-,-
skymee dog camera treat dispenser,-,-,-,-,0,1,0,0,544,-,-
small dog,26,2552,100000,88,412,1,0,1,545,-,87
treat ball dog toy,124,248,2000,8,376,1,1,1,546,24,108
cat cam,1686,747,443,16,336,1,1,1,547,6,16
clever dog camera,3323,432,130,8,310,1,1,1,548,51,9
cute dog bed,1816,3631,2000,80,462,1,1,1,549,58,62
dog bows,2690,10759,4000,200,399,1,1,1,550,14,200
dog crate accessories,747,747,1000,16,435,1,1,1,551,27,56
dog feeding station,2032,1410,694,32,300,1,1,1,552,38,67
dog fetch toys,129,388,3000,8,426,1,0,1,553,-,172
dog furniture,2552,2552,1000,56,384,1,1,1,554,3,107
dog gps,14000,4550,325,104,349,1,1,1,555,61,62
dog treat container,9277,9277,1000,176,353,1,1,1,556,12,84
doggy toys,114,686,6000,24,445,1,1,1,557,4,114
electric dog toy,100,100,1000,8,80,1,0,0,558,-,-
funny dog costumes,932,600,644,16,69,1,0,1,559,-,134
i fetch,4299,675,157,16,0,1,0,0,560,-,-
litter robot,89392,26013,291,424,315,1,1,1,561,64,23
matching pet owner clothes,-,-,-,-,0,1,0,0,562,-,-
pet camera with phone app,5063,2552,504,56,234,1,1,1,563,5,36
pet collar camera,686,338,493,8,381,1,1,1,564,2,2
puppy accessories small dogs,-,-,-,-,0,1,0,0,565,-,-
puppy halloween costumes,443,443,1000,8,389,1,1,1,566,25,52
puppy shoes,3878,3878,1000,88,363,1,1,1,567,16,51
puppy stroller,9498,2251,237,48,263,1,1,1,568,27,15
star wars dog,1726,675,391,16,0,1,0,0,569,-,-
wifi pet feeder,3992,471,118,8,237,1,1,1,570,53,38
wopet smart pet camera,-,-,-,-,0,1,0,0,572,-,-
albercas para ninos,492,94,191,8,0,1,0,0,573,-,-
automatic cat feeder with camera,4783,507,106,8,0,1,0,0,574,-,-
big fish tank,128,2550,20000,80,364,1,1,0,575,26,-
cute dog bowls,1940,1928,994,40,388,1,1,1,576,26,102
designer dog clothes,924,1848,2000,40,413,1,1,1,577,8,49
dog fetching launcher,5125,1430,279,32,263,1,1,1,578,39,19
dog obstacle course,1702,953,560,24,227,1,0,1,579,-,37
dog outfits medium,7,69,10000,8,0,1,0,0,580,-,-
dog puzzles smart,-,-,-,-,0,1,0,0,581,-,-
dog toy box,2121,8482,4000,168,405,1,0,1,582,-,124
dog treadmill,19557,4322,221,96,214,1,0,1,583,-,14
dog treat holder,2547,2547,1000,56,318,1,1,1,584,7,160
dog treat storage container,1442,1442,1000,32,303,1,1,1,585,9,82
dog watch,12,115,10000,8,0,1,0,0,586,-,-
furbo treats medium dogs,265,256,965,8,49,1,1,1,587,5,16
games dogs,10,98,10000,8,312,1,0,0,588,-,-
human hamster ball,58903,8482,144,168,198,1,1,1,589,56,24
i fetch dog launcher,302,52,172,8,0,1,0,0,590,-,-
kong treat dispenser,6599,1663,252,40,283,1,1,1,592,27,33
my humans getting married,-,-,-,-,0,1,0,0,593,-,-
nina ottosson interactive dog toys,1332,245,184,8,305,1,0,1,594,-,104
pet gear,136,1222,9000,40,371,1,1,1,595,18,41
puppy life vests swimming,-,-,-,-,0,1,0,0,596,-,-
remote control dog toy,391,391,1000,8,380,1,0,1,597,-,56
smart pet feeder,6905,1664,241,40,278,1,0,1,598,-,53
tennis ball launcher,5931,4324,729,96,310,1,1,1,599,62,175
treat puzzle games dogs,-,-,-,-,0,1,0,0,600,-,-
varram pet robot,2503,373,149,8,22,1,1,1,601,1,6
ball thrower dogs,278,44,158,8,0,1,0,0,602,-,-
charlie bears dog treats,2495,262,105,8,150,1,1,1,603,15,25
dog agility equipment,10264,9279,904,176,281,1,0,1,604,-,84
dog agility training equipment,3579,2552,713,56,280,1,1,1,605,39,73
dog hiking gear,308,1848,6000,56,324,1,0,1,606,-,102
dog step,2171,2171,1000,48,334,1,1,1,607,4,136
dog tracker,13344,7713,578,152,325,1,0,1,608,-,139
dog treat bag,24165,8482,351,168,352,1,1,1,609,19,102
dog treat puzzle,3413,3239,949,72,338,1,1,1,610,24,61
dog treat toys interactive,1661,1661,1000,40,381,1,1,1,611,1,196
french bulldog clothes,4372,4372,1000,96,353,1,1,1,612,25,44
hamster supplies,322,1930,6000,56,393,1,1,1,613,27,67
litter robot 3,14517,5923,408,128,259,1,1,1,614,23,31
mini pool,1568,15680,10000,360,442,1,1,1,615,52,106
petcube play 2,5146,211,41,8,6,1,1,1,616,3,15
petnet smartfeeder,23344,747,32,16,23,1,1,1,617,7,13
pool stairs,5399,10798,2000,200,441,1,1,1,618,25,56
puppy kits new owners,-,-,-,-,0,1,0,0,619,-,-
timed dog food dispenser,8538,1221,143,24,257,1,0,1,620,-,92
ball launcher dogs,237,113,476,8,0,1,0,0,621,-,-
cat toys interactive best sellers,626,369,589,8,351,1,0,1,622,-,121
charlee bear dog treats,36240,3624,100,80,110,1,1,1,623,14,28
did you feed dog,-,-,-,-,0,1,0,0,624,-,-
dog activity toys,1432,1432,1000,32,416,1,0,1,625,-,110
dog care,36,2186,60000,72,392,1,0,1,626,-,202
dog cooling vest,45217,16640,368,288,335,1,0,1,627,-,65
dog crate furniture,3666,3629,990,80,340,1,1,1,628,49,20
dog games puzzle toys,1499,1222,815,24,316,1,0,1,629,-,129
dog stairs small,261,134,513,8,0,1,0,0,630,-,-
dog teepee,19054,4554,239,104,328,1,1,1,631,49,44
dog tent,16637,16637,1000,288,388,1,1,1,632,76,92
dog treat ball,2550,2550,1000,56,385,1,1,1,633,61,121
dog treat ball dispenser,1772,886,500,16,331,1,1,1,634,63,45
dog treat canister,3208,2550,795,56,312,1,1,1,635,28,111
end table dog crate,7129,1219,171,24,215,1,1,1,636,66,50
french bulldog harness,15279,4324,283,96,406,1,0,1,637,-,97
frenchie harness,4197,2816,671,64,413,1,1,1,638,37,88
ifetch ball launcher,13500,1269,94,32,52,1,1,1,639,10,16
kong easy treat,11760,3622,308,80,223,1,1,1,640,53,41
kong puppy,5423,5423,1000,120,396,1,1,1,641,49,74
milk bone dog treats,2565,1352,527,32,305,1,1,1,642,68,108
nutro mini bites dog treats,8360,953,114,24,141,1,1,1,643,1,27
puppy gate,11084,11084,1000,200,281,1,1,1,644,61,156
puppy stairs,13538,2816,208,64,256,1,1,1,645,35,25
puzzle dog toy,2396,2396,1000,56,358,1,1,1,646,52,284
shoes dogs,11,424,40000,16,216,1,0,0,647,-,-
tooge pet camera,15850,951,60,24,89,1,1,1,648,16,4
varram pet fitness robot,11688,561,48,16,0,1,0,0,649,-,-
designer dog collar,1637,4911,3000,112,498,1,1,1,650,57,60
dog ball thrower launcher,4742,1432,302,32,318,1,1,1,651,27,100
dog brain toys,4115,2547,619,56,409,1,0,1,652,-,73
dog stairs bed,1074,306,285,8,349,1,1,0,653,49,-
dog stairs high beds,234,234,1000,8,67,1,1,0,654,26,-
dog treat pouch,36085,8480,235,168,373,1,1,1,655,24,125
electronic dog door,16444,1924,117,40,137,1,0,1,656,-,41
ellen degeneres,1349,1349,1000,32,427,1,1,1,657,32,172
large pool,2243,13455,6000,320,540,1,1,0,658,26,-
lickimats dogs,-,-,-,-,0,1,0,0,659,-,-
milkbone dog treats,2733,1692,619,40,294,1,1,1,660,71,190
pet dna testing kit,13333,280,21,8,7,1,0,1,661,-,18
pet teepee,9004,2548,283,56,282,1,1,1,662,72,44
puppy bandana,1177,2353,2000,56,342,1,1,1,663,71,187
puppy strollers small dogs,10045,2431,242,56,323,1,1,1,664,67,70
tennis ball launcher dogs,-,-,-,-,0,1,0,0,665,-,-
treat train,58,349,6000,8,84,1,1,0,666,52,-
treat jar,276,1930,7000,56,317,1,1,1,667,12,242
christmas tree collar,2889,1222,423,24,269,1,1,1,668,26,34
dog gps tracker,17258,7680,445,152,392,1,1,1,669,51,76
dog ice cream,16994,5693,335,120,353,1,1,1,670,28,44
dog stairs,99029,40503,409,528,288,1,1,1,671,37,181
dog water fountain,35219,32261,916,464,306,1,1,0,672,38,-
embark dna test dogs,-,-,-,-,0,1,0,0,673,-,-
live fish,8576,34304,4000,480,408,1,1,0,674,49,-
pooch selfie,16065,498,31,8,13,1,0,1,675,-,3
dog dna test,131551,16707,127,288,68,1,0,1,676,-,31
dog breed test kit,55821,3126,56,72,46,1,0,1,677,-,18
dog dna kit,43333,1430,33,32,80,1,0,1,678,-,25
gps dog collar,15304,7713,504,152,405,1,1,1,679,37,145
alexa camera,6751,6751,1000,136,511,1,0,0,681,-,-
bark box,3623,10870,3000,200,322,1,0,1,682,-,128
blue buffalo dog treats,5941,2430,409,56,321,1,1,1,683,33,126
cat laser toy,3466,3466,1000,80,317,1,0,1,684,-,290
dingo dog treats,2336,598,256,16,303,1,1,1,685,57,126
dog dna,34291,5418,158,120,110,1,1,1,686,16,33
good n fun dog treats,29121,4339,149,96,191,1,1,1,687,6,98
hamster ball,55711,25460,457,416,402,1,1,1,688,27,55
jolly ball,51946,6753,130,136,259,1,1,1,689,71,65
kong wobbler,18270,3453,189,80,182,1,0,1,690,-,30
milkbone minis dog treats,15684,5960,380,128,325,1,1,1,691,69,239
nest camera indoor,7081,6125,865,128,452,1,0,1,692,-,69
nudges dog treats,5474,1664,304,40,250,1,1,1,693,69,90
pet food container,3216,32157,10000,624,420,1,1,1,694,28,137
pupperoni dog treats,27013,4322,160,96,276,1,1,1,695,40,96
snuggle puppy,11959,11756,983,216,262,1,0,1,696,-,26
tennis ball thrower dogs,-,-,-,-,0,1,0,0,697,-,-
dog monitor treat dispenser,438,126,288,8,0,1,0,0,698,-,-
dog treat launcher camera,-,-,-,-,0,1,0,0,699,-,-
dog treat video cam,-,-,-,-,0,1,0,0,700,-,-
ferbo treats,-,-,-,-,0,1,0,0,701,-,-
fur go dog camera,-,-,-,-,0,1,0,0,702,-,-
furbo audio,-,-,329,-,0,1,0,0,703,-,-
furbo camera system,-,-,109,-,0,1,0,0,704,-,-
furbo cat cam,-,-,-,-,0,1,0,0,705,-,-
furbo pet monitor,-,-,-,-,0,1,0,0,706,-,-
furbow treats,-,-,-,-,0,1,0,0,707,-,-
remote dog camera treat,-,-,-,-,0,1,0,0,708,-,-
treat video camera,-,-,1000,-,0,1,0,0,709,-,-
wifi camera,1103,22061,20000,488,506,1,1,0,710,5,-
hd camera,85,2552,30000,88,686,1,0,0,711,-,-
pet dog,19,1850,100000,64,479,1,0,1,712,-,101
camera with wifi,190,951,5000,24,563,1,0,0,713,-,-
2 1,-,-,-,-,0,1,0,0,714,-,-
hd wifi camera,99,297,3000,8,583,1,0,0,715,-,-
white dog,8,675,80000,24,476,1,0,0,716,-,-
alexa compatible,112,559,5000,16,187,1,0,0,717,-,-
camera with audio,43,341,8000,8,572,1,0,1,718,-,200
pet 2,2,236,100000,8,197,1,0,1,719,-,180
full hd,4,286,70000,8,526,1,1,0,720,29,-
alexa white,884,884,1000,16,114,1,0,0,721,-,-
with 1,1,90,700000,8,456,1,0,0,722,-,-
with 2,1,29,500000,8,182,1,0,0,723,-,-
2 way camera with audio,393,393,1000,8,486,1,1,0,724,1,-
compatible with alexa,112,673,6000,24,0,1,0,0,725,-,-
wifi audio,50,402,8000,16,462,1,0,0,726,-,-
2 way audio camera,33,165,5000,8,0,1,0,0,727,-,-
white camera,48,476,10000,16,0,1,0,0,728,-,-
white 2,2,351,200000,16,488,1,0,0,729,-,-
camera audio,27,268,10000,8,629,1,0,0,730,-,-
with camera,1,90,100000,8,483,1,0,0,731,-,-
dog way,6,172,30000,8,0,1,0,0,732,-,-
full hd camera,4,76,20000,8,120,1,0,0,733,-,-
wifi camera with audio,193,386,2000,8,108,1,0,0,734,-,-
camera full,1,73,80000,8,0,1,0,0,735,-,-
alexa with camera,123,245,2000,8,0,1,0,0,736,-,-
2 camera,2,225,100000,8,0,1,0,0,737,-,-
way audio,-,-,-,-,0,1,0,0,738,-,-
alexa compatible camera,-,-,1000,-,0,1,0,0,739,-,-
pet camera 2 way audio,76,76,1000,8,317,1,0,0,740,-,-
wifi hd,4,81,20000,8,0,1,0,0,741,-,-
1 dog,2,326,200000,16,422,1,1,0,742,48,-
wifi camera audio,26,257,10000,8,0,1,0,0,743,-,-
audio pet,104,101,968,8,241,1,0,0,744,-,-
alexa wifi,-,-,-,-,0,1,0,0,745,-,-
with alexa,-,-,-,-,0,1,0,0,746,-,-
ellen white,134,268,2000,8,0,1,0,0,748,-,-
alexa audio,-,-,-,-,0,1,0,0,749,-,-
compatible with,1,244,200000,8,554,1,0,0,750,-,-
2 way camera,6,168,30000,8,523,1,0,0,751,-,-
2 dog treat,-,-,-,-,0,1,0,0,752,-,-
dog with,11,332,30000,8,61,1,0,0,753,-,-
2 way,3,276,100000,8,360,1,0,0,754,-,-
with white,1,130,700000,8,578,1,0,0,755,-,-
alexa 2,-,-,4000,-,318,1,0,0,756,-,-
way camera,10,191,20000,8,0,1,0,0,757,-,-
with wifi,1,120,100000,8,0,1,0,0,758,-,-
pet camera audio,223,223,1000,8,0,1,0,0,759,-,-
ellen pet,5,31,6000,8,315,1,0,0,760,-,-
wifi camera alexa,-,-,4000,-,0,1,0,0,761,-,-
camera compatible with alexa,-,-,2000,-,108,1,0,0,762,-,-
hd audio,2,213,100000,8,0,1,0,0,763,-,-
1 white,1,48,400000,8,412,1,0,0,764,-,-
dog treat 1,-,-,-,-,0,1,0,0,765,-,-
pet 1,-,-,-,-,0,1,0,0,766,-,-
wifi camera alexa compatible,-,-,-,-,0,1,0,0,767,-,-
with camera hd,-,-,-,-,0,1,0,0,768,-,-
audio 2,-,-,-,-,0,1,0,0,769,-,-
white full,1,115,200000,8,146,1,0,0,770,-,-
2 dog,1,116,100000,8,0,1,0,0,771,-,-
alexa 1,-,-,-,-,0,1,0,0,772,-,-
audio 1,-,-,-,-,0,1,0,0,773,-,-
wifi camera 2 way audio,35,106,3000,8,0,1,0,0,774,-,-
hd 1,-,-,-,-,0,1,0,0,775,-,-
alexa hd,-,-,-,-,0,1,0,0,776,-,-
2 way audio,64,318,5000,8,108,1,0,0,777,-,-
dog camera 2 way audio,-,-,179,-,0,1,0,0,779,-,-
pet hair glove,3147,1432,455,32,295,0,1,0,-,69,-
pet hair remover glove,2440,1442,591,32,301,0,1,0,-,69,-
pet hair remover for furniture,486,486,1000,8,334,0,1,0,-,24,-
expandable pet carrier,6922,886,128,16,333,0,1,0,-,49,-
pet waterer,1690,1690,1000,40,309,0,1,0,-,36,-
automatic pet waterer,530,366,691,8,283,0,1,0,-,50,-
automated cat toy,3321,953,287,24,354,0,0,1,-,-,305
cat toy automatic,1242,673,542,16,388,0,0,1,-,-,247
remote control cat toy,1930,1930,1000,40,323,0,0,1,-,-,266
gifts for cats,5,439,90000,16,361,0,1,0,-,59,-
cranberry dog treats,384,235,612,8,345,0,1,0,-,49,-
glucosamine dog treats,603,420,697,8,303,0,1,0,-,63,-
elevated dog bowls,39862,37869,950,512,308,0,1,0,-,47,-
dog bowls elevated,23683,20936,884,352,321,0,1,0,-,48,-
barking collars,374,747,2000,16,286,0,1,0,-,59,-
no bark collars,316,316,1000,8,323,0,1,0,-,64,-
bark collar waterproof,279,220,789,8,308,0,1,0,-,58,-
bark collar chihuahua,494,312,631,8,227,0,1,0,-,30,-
shock collar gps,343,222,647,8,259,0,1,0,-,27,-
natural duck dog treats,120,240,2000,8,227,0,1,0,-,13,-
plato dog treats,10869,1663,153,40,242,0,1,0,-,31,-
wellness dog treats,4318,1913,443,40,353,0,1,0,-,22,-
healthy dog treats,865,4324,5000,96,280,0,1,0,-,70,-
dog treats organic,747,747,1000,16,297,0,1,0,-,59,-
dog treats salmon,506,506,1000,8,348,0,1,0,-,47,-
dog treats nudges,2325,479,206,8,235,0,1,0,-,41,-
dog treats zukes,1929,600,311,16,376,0,1,0,-,63,-
dog treats kong,70,211,3000,8,307,0,1,0,-,74,-
slow feed pet bowl,243,243,1000,8,266,0,1,0,-,74,-
dog bowl slow feed,755,675,894,16,286,0,1,0,-,37,-
dog gifts,67,6747,100000,200,330,0,1,1,-,13,8
dog gift,24,2428,100000,80,326,0,1,1,-,24,43
pet backpack carrier,4180,1923,460,40,355,0,1,0,-,70,-
best dog treats,98,884,9000,24,305,0,1,0,-,47,-
anti barking collar,1685,600,356,16,282,0,1,0,-,57,-
best bark collar,330,330,1000,8,305,0,1,0,-,36,-
small bark collar,236,471,2000,8,309,0,1,0,-,62,-
anti dog barking device,559,559,1000,16,293,0,1,0,-,47,-
indoor bark control,737,386,524,8,269,0,1,1,-,39,262
house gifts,4,749,200000,32,422,0,1,1,-,25,67
pet grooming equipment,52,208,4000,8,383,0,1,0,-,28,-
dogs accessories,166,1659,10000,48,426,0,1,1,-,4,2
pets accessories,4,408,100000,16,167,0,1,1,-,56,53
accessories dogs,14,411,30000,16,467,0,0,1,-,-,291
pet accessories for dogs,255,2547,10000,80,494,0,1,1,-,15,10
for dogs accessories,20,204,10000,8,431,0,0,1,-,-,109
oatmeal pet shampoo,282,282,1000,8,272,0,1,0,-,49,-
dog lover gifts,15,602,40000,16,352,0,1,1,-,1,300
bath tub toys organizer,128,256,2000,8,277,0,1,0,-,56,-
pet booster seat,3387,884,261,16,227,0,1,0,-,49,-
pet car booster seat,1213,598,493,16,231,0,1,0,-,50,-
pet seat booster,607,347,572,8,302,0,1,0,-,62,-
pet booster seat for car,19000,3135,165,72,247,0,1,0,-,61,-
adjustable dog bowl stand,5732,1221,213,24,273,0,1,0,-,76,-
non skid dog bowls,829,436,526,8,330,0,1,0,-,36,-
dog bowl water bottle,3568,810,227,16,423,0,1,0,-,69,-
cat backpack,54141,25284,467,416,425,0,1,0,-,26,-
electronic pet dog,31,245,8000,8,355,0,0,1,-,-,121
puppy toys,8486,84857,10000,1152,449,0,1,0,-,46,-
pet toys,592,5915,10000,168,397,0,0,1,-,-,60
dog toy storage,568,4547,8000,136,407,0,1,1,-,26,133
dog toys for boredom,153,306,2000,8,388,0,0,1,-,-,124
small dogs,4,445,100000,16,427,0,0,1,-,-,162
dog treat toys,308,1848,6000,56,414,0,1,1,-,53,221
dog owner gifts,68,675,10000,24,420,0,1,1,-,1,33
dog treat maker,688,218,317,8,121,0,1,1,-,47,96
leash bag,436,436,1000,8,415,0,1,0,-,72,-
leash blueberry,165,329,2000,8,348,0,1,0,-,30,-
leash pack,6,254,40000,8,446,0,1,0,-,52,-
dog farts,281,281,1000,8,200,0,1,0,-,2,-
dog toys kong,962,1923,2000,40,429,0,1,0,-,25,-
pet car door protector,1369,356,260,8,281,0,1,0,-,75,-
car door pet protector,157,313,2000,8,309,0,1,0,-,76,-
car door dog protector,871,278,319,8,304,0,1,0,-,62,-
separation anxiety for dogs,440,440,1000,8,252,0,0,1,-,-,73
chillout dog treats,1402,286,204,8,252,0,1,0,-,3,-
dog treats for anxiety,108,216,2000,8,320,0,1,1,-,14,155
calm treats for dogs,663,362,546,8,366,0,0,1,-,-,233
chill out dog treats,2794,299,107,8,142,0,1,0,-,40,-
separation anxiety in dogs,288,288,1000,8,300,0,0,1,-,-,245
separation anxiety dogs,383,383,1000,8,273,0,0,1,-,-,138
dog anxiety toy,189,377,2000,8,366,0,0,1,-,-,164
dog thunder,749,749,1000,16,302,0,1,0,-,1,-
electronic dog toys,127,253,2000,8,347,0,0,1,-,-,95
carrier backpack,496,306,617,8,453,0,1,0,-,62,-
pet carrier airline,500,278,556,8,248,0,1,0,-,73,-
pet carrier rolling,287,205,715,8,184,0,1,0,-,64,-
pet carrier with wheels,2428,1430,589,32,293,0,1,0,-,41,-
pet car carrier,958,747,780,16,345,0,1,0,-,63,-
puppy carrier sling,4985,1690,339,40,222,0,1,0,-,64,-
pet carrier wheels,479,279,583,8,316,0,1,0,-,58,-
dog carrier front pack,681,356,523,8,265,0,1,0,-,76,-
puppy carrier front pack,560,308,550,8,156,0,1,0,-,76,-
pet carrier front pack,496,249,502,8,80,0,1,0,-,71,-
dog carrier for bike,6500,2548,392,56,274,0,1,0,-,70,-
pet carrier for bike,1824,673,369,16,208,0,1,0,-,39,-
airplane pet carrier under seat,735,227,309,8,128,0,1,0,-,39,-
dog carrier large size dog,304,304,1000,8,84,0,1,0,-,74,-
dog carriers for small dogs,11032,22063,2000,368,356,0,1,0,-,71,-
large pet carrier,276,1657,6000,48,332,0,1,0,-,47,-
bergan pet carrier small,1863,393,211,8,74,0,1,0,-,52,-
puppy toothbrush kit,3380,747,221,16,266,0,1,0,-,73,-
cool french press,246,246,1000,8,132,0,0,1,-,-,155
unique french press,102,204,2000,8,249,0,0,1,-,-,192
french press outdoor,256,256,1000,8,162,0,0,1,-,-,159
dog supply organizer,97,388,4000,8,283,0,0,1,-,-,86
dog toy organizer,117,351,3000,8,498,0,1,1,-,38,122
pet toy organizer,104,313,3000,8,81,0,1,1,-,26,228
pet travel organizer,105,209,2000,8,281,0,1,0,-,74,-
pet supplies organizer,118,471,4000,8,139,0,1,1,-,44,144
kong extreme dog toys,2755,1430,519,32,307,0,1,0,-,27,-
kong toys for large dogs,11037,22074,2000,368,372,0,1,0,-,24,-
pet treats for dogs,43,388,9000,8,311,0,0,1,-,-,130
dog thinking toys,1154,426,369,8,443,0,1,0,-,47,-
chewy dog treats,610,1219,2000,24,344,0,1,0,-,78,-
kong knots dog toys,6190,1430,231,32,334,0,1,0,-,64,-
kong large dog toys,281,561,2000,16,400,0,1,0,-,13,-
kong dog toys small,148,296,2000,8,420,0,1,0,-,36,-
smartbones dog treats,8556,1848,216,40,302,0,1,0,-,50,-
kong indestructible dog toys,135,405,3000,8,359,0,1,0,-,58,-
dog intelligence toys,520,213,410,8,321,0,1,0,-,13,-
toys for dogs to keep them busy,274,274,1000,8,394,0,1,1,-,50,83
laser dog toy,340,340,1000,8,79,0,1,0,-,59,-
kong plush dog toys,1221,1221,1000,24,386,0,1,0,-,13,-
dog treat balls,507,507,1000,8,341,0,1,1,-,28,280
dog pools for large dogs,204605,56471,276,648,508,0,1,0,-,27,-
keep away dogs,5,258,50000,8,405,0,0,1,-,-,208
low protein dog treats,586,431,735,8,317,0,1,0,-,52,-
orijen dog treats,7740,1664,215,40,330,0,1,0,-,49,-
pet botanics dog treats,2248,263,117,8,113,0,1,0,-,60,-
low calorie dog treats,951,951,1000,24,269,0,1,0,-,75,-
for dogs,2,747,300000,32,460,0,1,1,-,67,2
kong dog toys treats,65,258,4000,8,135,0,0,1,-,-,188
pet laser toy,387,387,1000,8,234,0,0,1,-,-,220
smokehouse dog treats,4856,675,139,16,306,0,1,0,-,63,-
natural balance dog treats,3461,3146,909,72,212,0,1,0,-,52,-
treat dispensing dog toys,1365,953,698,24,281,0,0,1,-,-,24
gluten free dog treats,366,366,1000,8,334,0,1,0,-,68,-
dog treat bags,312,2186,7000,64,371,0,1,0,-,22,-
zukes dog treats,2413,1221,506,24,318,0,1,1,-,67,229
pet playpens for dogs,569,386,678,8,346,0,1,0,-,74,-
puppy teething toys,1809,3618,2000,80,428,0,1,0,-,64,-
fruitables dog treats,3109,401,129,8,268,0,1,0,-,33,-
grain free jerky dog treats,458,458,1000,8,301,0,1,0,-,36,-
pet treats,64,1928,30000,64,340,0,0,1,-,-,84
puppy clothes,751,6759,9000,184,472,0,1,0,-,37,-
pet supplies for dogs,109,10857,100000,296,362,0,0,1,-,-,88
fun dog stuff,45,312,7000,8,400,0,1,1,-,75,69
senior dog treats,386,386,1000,8,354,0,1,0,-,68,-
cadet dog treats,3434,1432,417,32,339,0,1,0,-,47,-
pumpkin dog treat,559,559,1000,16,332,0,1,0,-,73,-
dog birthday treats,4588,3886,847,88,272,0,0,1,-,-,238
